x1,x2
-3.9784,2.4358
-1.9297,-3.9117
3.2436,-1.1573
-0.4111,-1.1954
-0.9243,2.2407
1.9569,-2.0913
2.1564,-5.8701
-2.1312,1.6397
1.5439,1.5257
-0.8474,-1.4661
-1.7809,0.1047
-0.3608,1.1979
0.0863,-1.9894
-2.1113,0.0169
0.5727,3.4408
2.1435,-0.5919
-0.7123,-2.2637
0.5382,1.2590
1.2092,1.3850
1.6359,-2.9610
-2.9089,-2.7760
-1.4263,-1.5698
1.3127,-1.7393
-0.4901,2.4108
-1.3655,-0.7444
1.5550,1.1838
-1.6643,-0.9737
-1.4977,3.6492
-1.9232,1.8727
-0.1665,2.2096
-1.8106,-2.0569
0.3297,-0.4141
1.5475,0.2920
2.4824,-1.9472
0.5000,0.4678
-1.2108,1.0982
-1.6580,-1.3157
-1.8641,2.1499
-2.6099,4.1889
2.2958,0.3819
3.1535,-2.4028
-0.8097,-3.2121
4.6377,1.1424
-0.2620,-2.6938
-1.4586,0.9164
-2.1674,2.7285
3.4936,-3.9237
-1.4079,4.3513
0.8914,2.5024
-1.3027,-2.3817
2.7606,2.1368
1.4019,-1.5064
1.1443,0.4189
1.4028,-1.4115
0.8972,1.8924
1.5279,-2.8671
-2.1792,-1.4579
0.7155,3.0353
-0.8129,0.0254
-2.8265,-2.3420
3.5028,-0.7384
0.9772,-2.3630
-0.8951,0.1600
4.5405,1.0364
1.5361,1.3289
2.2563,-1.2339
-1.3007,-1.8532
-0.1279,4.4797
2.0700,0.2473
0.5641,-1.6198
-0.0654,-4.5566
0.4217,0.3465
-0.4822,2.0530
2.9594,-3.4469
1.3993,2.2598
0.7161,3.3387
-0.0226,-2.6333
1.4443,-2.0481
-1.2990,-3.3648
-1.5109,2.2730
1.5334,-0.8567
1.8979,0.2557
1.6985,-0.3616
-0.0883,-0.6686
1.4477,0.8473
0.0824,1.6428
-0.8058,1.0805
2.3359,-2.0774
-1.9754,1.5921
1.9998,2.1730
2.5865,3.0758
-1.4216,-0.0767
0.9524,-1.7854
-0.7055,0.3743
-1.3616,0.7594
0.7597,1.9440
-0.0527,-1.7447
-0.8592,-0.2383
1.5989,0.6541
1.2508,0.1824
1.4043,-1.0820
1.8426,-1.2154
0.4749,1.3136
5.6051,2.5299
1.1586,-0.6524
-3.4647,0.0547
-0.8568,-0.3501
-5.3346,-1.8321
-2.8341,1.6719
-2.5319,-2.8630
1.7254,1.5859
3.2808,-2.7628
0.1668,2.3610
-0.7006,0.9349
-2.7177,-1.7586
-2.2991,-0.8497
2.5510,3.0589
0.3041,1.4302
-1.3380,0.7418
-0.0096,-2.0675
2.2070,1.0649
-2.1228,0.9678
1.3667,0.1659
-1.8592,2.4001
-3.0221,-1.6418
0.5688,-1.0745
-0.8717,-2.7325
-0.2327,-1.6814
0.7228,1.4822
-1.8766,0.5934
4.0286,-0.2949
-3.3266,0.0226
-0.2765,1.3529
-2.8624,-1.4919
-2.9256,2.0582
0.9685,0.4163
-2.1274,-2.1453
1.2632,0.3779
5.0780,1.8884
-1.0130,1.0124
0.3793,-0.1341
-1.3296,-0.0516
0.7133,2.6968
-0.4534,0.4806
1.3755,-0.0230
-0.2226,-0.3270
-1.7962,1.7794
1.6723,-1.9838
-1.1171,-1.2292
0.6588,0.6368
1.7223,3.0734
-2.7342,-0.0191
3.6133,-3.9021
1.2849,2.3976
-2.2086,0.8780
0.4937,0.0021
-1.7294,-0.4861
0.6864,-0.0396
-0.4706,-1.3199
-0.5739,-1.1410
-2.6864,2.8485
4.3215,0.5346
-2.6953,3.6288
-3.0404,-2.1040
0.6337,-1.7990
-2.3129,4.4331
-2.3673,-1.4412
2.3116,-1.7790
-3.5577,-0.1289
-3.5438,2.5150
5.6190,1.1568
2.4042,2.2563
2.0303,-0.3558
-1.6387,1.4821
1.2867,-0.2041
0.0673,-1.5245
2.8735,1.3906
1.7034,1.0482
2.5506,-1.5928
2.3373,-1.5622
0.1595,-0.7085
-3.1863,3.0233
1.7860,-0.5270
-0.9851,0.3666
1.9597,0.7927
1.9197,-1.9358
-1.9268,-3.3882
0.3391,0.8695
2.2277,-3.3277
-2.2405,0.5909
-0.1449,-2.7223
-4.3569,-1.9103
0.4958,3.1624
-5.2162,2.0863
-1.4490,1.5917
-0.3524,1.7759
0.8130,3.5634
-1.7851,4.6907
-0.8571,-5.0564
0.7962,-2.2922
-1.2053,1.2844
-1.4306,1.8081
-3.5105,2.4240
-1.8314,2.9895
-1.1244,1.5051
0.4173,1.6619
0.3456,-0.9693
2.3219,-1.0748
3.4702,-0.5830
-1.3013,-0.1154
2.4005,0.2129
-0.7871,0.8051
-0.3206,1.4173
1.8672,2.9452
-1.1143,1.1277
-1.2155,1.3171
3.9692,1.1379
0.8673,-1.2884
-3.0880,-2.1361
-1.3170,-1.5433
-1.6140,-2.2111
1.7711,-0.7034
-0.2011,-0.6650
2.5590,4.6833
-0.2841,1.2768
1.5958,-2.5835
0.2617,-0.7681
-1.6527,2.6356
0.5541,2.6264
-1.7845,2.2649
1.1583,0.9188
-2.9211,-0.3248
-4.3169,-1.4591
1.4686,2.2174
2.0843,-1.1529
-0.1491,3.4174
-0.5763,-1.2418
-0.8323,1.1879
-0.6105,2.5494
0.6440,0.3039
3.7535,0.5024
2.5122,1.0029
-0.3706,-0.4891
-0.5017,0.8598
-0.6456,-3.9010
3.8141,1.6335
2.1770,3.4995
1.7212,0.1293
1.6192,1.4946
-2.5541,-1.6357
2.6682,2.2948
1.1528,1.5630
-1.0464,-0.4625
3.4797,-2.2089
0.1341,5.9515
2.9955,-2.3718
2.8997,0.9582
0.8444,-1.1668
-0.4889,-1.7718
-0.3507,1.4723
-2.7485,1.4781
-2.9902,-0.1678
-0.1682,2.2388
2.8909,3.1658
-0.0978,0.4956
-2.0596,2.4641
1.9648,0.3794
1.9603,-0.4810
-0.1327,0.8444
-1.6798,-0.5017
-0.6652,-0.2893
2.1525,3.5531
0.2323,0.1156
-1.2060,-3.8643
2.0325,0.0720
-0.8904,-1.3629
-0.0669,-1.1205
3.8164,-0.5841
2.4247,1.5556
0.9796,-1.3890
2.4752,0.9910
1.0710,1.5143
2.6478,0.0238
2.9846,1.6192
1.8119,-1.6621
0.2902,-1.6535
-2.1401,0.3962
-2.4527,-2.5683
0.4319,-3.7280
-1.5922,-0.8322
-1.0682,-0.6461
-0.8023,-1.3966
-1.2773,1.8591
2.3263,-0.5371
-1.9027,-2.2841
-0.2377,-2.7402
0.7772,1.1838
1.6711,-3.3357
1.3953,-5.0298
-1.4579,2.5773
2.3243,-2.3291
-2.0603,0.5905
3.4905,-1.9851
-3.3033,-0.1163
4.9850,1.1134
-3.9868,0.1144
0.4373,2.7022
-2.2406,0.4692
-2.3544,0.7074
-0.3606,-2.4505
-0.0147,-1.7796
2.8639,1.4779
0.6336,-1.1017
-0.1816,2.1730
-1.0068,2.4525
3.1239,1.5757
0.2916,0.7806
-1.0983,0.2243
-2.7159,-0.0399
1.1913,1.1636
2.1053,1.4948
0.8910,-1.0921
-1.3618,-0.5080
-0.2879,2.2991
-0.4942,-1.2541
2.4429,2.6900
-1.4921,2.4587
-0.6423,3.8390
-0.1743,-2.4504
-2.6135,-0.0534
-0.1943,-2.8072
0.5296,-3.6372
-0.1481,0.1001
0.9897,-3.0298
-0.9314,-4.6340
-1.6367,1.1453
1.5854,0.1633
-3.1664,-0.4297
0.4789,0.7918
-3.2353,3.0873
-1.7899,1.9732
1.4643,1.2251
1.7068,0.2582
-1.8643,2.7656
-3.1925,0.8806
1.6553,0.4303
-0.3489,-0.7959
3.7980,0.6259
0.5483,1.9804
0.0449,3.4529
-0.7157,-0.3361
-3.8785,1.2951
1.3165,2.0292
-0.1740,0.9732
0.6092,2.1565
-0.3830,-0.0611
2.5736,-1.8296
-0.5495,0.0548
3.2106,-1.6135
-2.0535,-0.8420
-0.8719,-1.9558
-0.6279,2.8388
1.4486,-4.0466
1.7243,-2.6125
-3.2341,0.2171
-4.4601,0.2078
-0.0537,-1.2535
2.2595,1.8459
-1.1822,1.9975
1.2848,-2.0847
1.5778,-1.5955
1.9736,-0.6696
-1.7284,2.0257
2.1518,2.5129
0.2055,-0.1934
-2.4835,0.6961
-1.2124,0.1228
2.6694,-0.1510
-1.7425,-0.9323
0.6356,1.9391
0.5866,-0.0896
3.0631,-0.4386
2.3345,-1.0177
-1.1821,0.1144
0.0055,-3.3817
-0.1526,0.8501
0.5813,3.2069
1.2893,0.4066
3.5135,2.2362
-1.1491,0.3716
0.7615,1.2762
-0.0630,-0.5709
-3.3885,-3.3189
-2.5572,-1.9794
-0.3540,-1.7894
2.9221,2.1472
2.2750,1.4918
-0.7460,0.4140
1.8117,-0.0308
5.3124,-2.1232
