x1,x2
1.9520,-2.0542
-0.0212,0.3619
0.2957,0.6605
-1.9500,0.2658
-1.8287,0.6736
-0.2011,-0.0208
0.1990,0.5272
0.4373,-0.7327
-0.2768,-0.2107
-0.5276,-0.4927
1.4134,0.2414
-0.5689,0.1807
-0.8094,0.1831
-1.3094,1.1192
2.2631,-2.2670
0.2669,-0.3411
0.7728,-0.2609
0.9457,0.1006
-1.5270,0.7682
-0.9763,0.1287
0.4284,0.9295
0.2468,-0.9119
-0.7447,0.6451
-1.8373,0.9105
-0.6577,0.4214
2.0930,-1.9659
-0.8260,0.9411
-0.1321,1.1583
-0.6349,0.0513
0.6370,-0.5116
-1.6280,1.5858
-1.6289,1.3731
0.7085,-1.1998
-0.4090,-0.8854
0.4123,0.2011
0.4739,1.4919
-1.2800,-0.0362
-1.5415,1.1338
-1.1628,-0.7941
-0.0503,1.1332
-0.8760,1.4524
-0.0562,0.3355
-0.7477,-1.2363
-0.6102,1.9426
-1.3137,1.1288
0.3215,1.0669
1.2738,0.2920
-0.4087,-1.1546
2.2839,-0.9501
0.6490,-1.5889
0.2313,-0.2332
0.6223,-1.5067
-0.4278,-0.8304
0.1284,0.5119
-0.4313,0.5813
-0.0323,0.2602
-0.4082,0.3427
2.2449,-2.7901
0.5290,0.3835
0.1925,0.0932
-0.4670,1.0889
1.4726,-0.9832
0.7716,-0.3991
0.6336,-2.1666
-0.0117,0.0935
-2.1313,2.3749
0.5274,-0.6088
-0.1010,-0.7758
-1.0480,1.5599
-0.8049,0.9716
-0.7430,-0.0800
0.4881,0.0294
-0.6180,0.2216
-0.7036,-0.6332
0.7515,-0.6079
1.5882,-1.1699
-0.1605,1.8138
-1.5372,-0.1319
0.1900,-0.2289
-0.2968,0.5030
0.6320,-0.0955
-1.1232,0.5110
1.1489,-0.7308
-2.1625,2.0400
-0.8011,-0.8416
0.7668,-2.2547
-0.5471,-0.0949
0.4069,0.5928
1.9303,-1.6868
0.4791,0.5262
-1.3138,-0.7672
-0.3722,-0.2405
0.5271,-0.5853
0.6860,-1.1078
-0.6625,-0.2258
-0.4997,0.3161
1.1148,-0.2794
-0.6454,0.3931
0.4187,-0.3192
1.1957,-0.5084
0.0980,-0.8223
1.3561,-0.2455
-1.7528,1.6384
-1.9899,2.0611
1.6032,-1.8642
-0.0777,1.0657
0.5705,-0.3071
-0.0310,-0.7750
0.4217,-0.5948
0.7840,-0.6350
-0.8829,1.3233
-0.1106,-0.1478
0.0108,0.9677
0.9250,-0.6147
-0.2436,1.2833
-1.0218,0.2814
1.0135,-0.9612
-0.2932,-0.1572
-1.0390,1.2247
-0.2079,0.1852
-0.0774,0.6185
-0.9055,0.4613
0.3856,0.7546
-0.1601,0.7127
-1.8095,1.0474
-0.6412,0.5123
1.1813,-1.2944
-0.1067,0.0500
-0.7952,-0.0367
-0.1562,0.5100
-0.6412,0.5426
0.0896,0.5038
0.3051,-0.1053
-0.0811,0.5080
0.6299,0.1763
0.8390,-0.7070
0.3886,-1.0505
1.6983,-0.5315
-0.2544,1.0229
-0.1726,0.5248
-2.1938,1.5283
0.2155,-0.5060
-0.9461,0.1773
-0.2812,-0.3712
-0.3917,1.0015
-0.1195,0.8038
0.2385,-2.3620
1.3580,-0.1520
-0.3270,-0.5428
0.3507,0.8449
-1.0398,1.6707
1.7121,-0.3941
-0.6238,-0.0702
-1.1919,-0.4042
0.1790,0.1541
-0.3755,1.0176
-0.7076,0.9033
-0.8289,0.7405
-0.0138,-0.4652
-0.5827,-0.2203
-0.4009,0.5122
1.0328,-0.5838
-1.9495,0.1448
