x1,x2
-0.5606,-1.6105
2.7024,3.2840
-1.3412,0.4368
1.5534,0.7386
-2.8810,1.7629
3.2829,2.7416
0.1487,-3.1119
-0.6232,-1.5109
0.1167,-2.0058
-1.1445,-1.4308
2.7670,1.2395
1.3094,-2.6166
0.8128,-0.9858
0.7844,0.8851
-2.8595,-0.6017
3.3484,2.1212
-0.2871,2.4644
-0.9723,-1.5809
-0.3719,0.2547
-1.5363,-0.5496
-2.0255,3.3558
-0.0897,0.1031
1.0094,-1.1148
-1.2686,-0.9287
-1.2427,0.1499
2.6647,-0.1814
0.9770,1.5623
-1.2637,-2.0280
-1.4267,-0.5705
0.3234,0.8995
-0.5620,-0.3160
1.4102,1.4654
-0.1243,-2.9352
-1.1578,-0.7918
0.9733,1.4075
1.6597,-0.7990
-0.1028,-1.9445
1.2479,1.1644
0.4411,0.8787
1.2639,0.9355
2.0677,2.2324
1.6053,1.3478
2.4593,-0.1854
-0.0159,-1.6046
-4.0785,-1.1735
-4.2847,-3.9189
-0.3842,0.7438
-0.4331,2.7269
-1.0049,1.3110
0.4083,0.5844
1.8908,0.1482
1.3575,2.2132
0.1640,1.7602
0.0999,-0.9436
1.0492,1.9633
0.3483,2.4830
-0.7818,3.3606
-2.3823,-2.4647
-0.6182,-3.9821
-1.5307,-1.5438
-1.8199,0.5042
2.4570,0.1431
1.7465,-0.7548
-2.7932,-0.1718
2.5259,0.3805
0.3266,-1.3498
3.0608,4.1381
1.0080,1.1339
-4.5216,-1.5907
-1.7711,-0.7320
0.3641,0.1109
-1.4305,-1.0073
0.8674,0.8533
-1.5959,1.6973
-0.5567,0.1723
-1.9566,-2.9022
-0.1054,-0.5345
3.6964,1.9947
-1.6971,-1.2016
2.5379,3.8010
0.2452,0.7185
0.5828,0.3048
2.8821,0.8452
0.1968,1.8105
-3.3094,-3.9584
-3.5472,-3.0158
2.9591,0.0148
2.1485,1.5973
-0.1702,1.2386
-0.8594,0.8337
-2.4547,-1.9702
0.4150,0.7972
-5.8167,-0.2963
1.5714,2.7056
-0.6448,-0.0803
-2.6686,-1.2341
2.8124,3.7137
2.4436,1.4268
-1.6349,-2.6512
2.2745,-0.2720
3.0309,-0.2032
-2.1304,-1.1630
1.6521,3.7536
-1.7023,-1.3127
0.6594,0.0576
0.7372,-0.3374
-0.1809,-1.7570
3.3397,2.2059
-2.8425,-2.0038
1.7235,1.3454
-0.9006,-0.2815
-0.4208,1.4023
0.1092,0.5643
-0.6881,1.0476
-1.6211,-0.8645
1.0498,0.7876
1.3719,-0.4298
-2.7523,-1.3804
-0.5926,0.0666
-0.3491,1.4315
2.3264,0.2472
0.9730,2.0597
-0.2848,0.3464
-2.6195,-3.2256
0.2143,1.4438
-4.3170,-4.2935
-2.9404,-2.0856
0.1411,0.2689
0.0374,-0.4484
-2.3436,-2.6233
-2.9598,-3.8178
-0.5762,0.9149
-1.3574,1.0712
0.7736,0.0487
1.7468,3.9002
-2.7983,-3.1888
1.5702,2.0492
-0.5729,1.7726
-0.3128,2.1194
1.3419,0.9582
0.2421,-2.6211
-0.0623,2.6769
-1.4413,0.3599
